"Country Code","IMF Country Code","Country","Indicator Type","Series Name","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Note"
"BOL",218,"Bolivia","Inflation","Headline Consumer Price Inflation",3.95550990104675,0,5.55555772781372,34.2105255126953,41.1764678955078,9.72221946716309,12.6582326889038,7.86516618728638,6.25000238418579,20.5882377624512,48.7804832458496,32.2404403686523,126.446273803711,273.357666015625,1289.54064941406,11702.8271484375,273.554718017578,14.432785987854,15.9879179000854,15.2484979629517,17.1806449890137,21.4418048858643,12.0428152084351,8.51241111755371,7.86687278747559,10.1930017471313,12.4304304122925,4.70407199859619,7.67037391662598,2.15637063980103,4.60624694824219,1.60229754447937,0.928738296031952,3.34303188323975,4.43844842910767,5.39906549453735,2.33482122421265,8.70531368255615,14.0103492736816,3.34162259101868,2.49617981910706,9.88399505615234,4.51480913162231,5.73561811447144,5.76384782791138,4.0644998550415,3.62701392173767,2.82,2.27,1.83899998664856,0.940742153381437,0.737383721452315,1.74632872945973,2.57688800489192,"Annual average inflation"
"BIH",963,"Bosnia and Herzegovina","Inflation","Headline Consumer Price Inflation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9006004333496,-11.7166996002197,5.73199987411499,-0.279000014066696,2.84100008010864,4.97300004959106,4.57299995422363,0.312999993562698,0.546999990940094,0.282000005245209,3.58200001716614,6.08330774307251,1.5472332239151,7.39929389953613,-0.390134155750275,2.20758295059204,3.65789937973022,2.05847501754761,-0.0905578434467316,-0.922875106334686,-1.01463341712952,-1.05864870548248,0.81,1.27,0.616999983787537,-1.05129600763519,1.98163900587616,14.0208440826771,6.098,"Annual average inflation"
"BWA",616,"Botswana","Inflation","Headline Consumer Price Inflation",4.05999994277954,5.61999988555908,6.5,9.56999969482422,11.5200004577637,13.5100002288818,11.7323999404907,13.1687002182007,9.04399013519287,11.7362003326416,12.1269998550415,16.2999992370605,11.1999998092651,10.5,8.60000038146973,8.10000038146973,10,9.80000019073486,8.39999961853027,11.6000003814697,11.3999996185303,12.6000003814697,16.5,14.3999996185303,10.6000003814697,10.5,10.1000003814697,8.89999961853027,6.51000022888184,7.81599998474121,8.58756923675537,6.50363826751709,8.03615665435791,9.17928409576416,6.93725776672363,8.67544651031494,11.5466890335083,7.06069755554199,12.6380205154419,8.13353061676025,6.92146730422974,8.45554828643799,7.55335235595703,5.87368202209473,4.40671968460083,3.07446026802063,2.78448176383972,3.296,3.22,2.84500002861023,1.89035916824217,7.24097765588449,11.665567478802,5.0676154934383,"Annual average inflation"
"BRA",223,"Brazil","Inflation","Headline Consumer Price Inflation",22.2600002288818,20.1399993896484,16.5200004577637,12.6499996185303,27.5900001525879,28.9200000762939,42.0099983215332,43.6500015258789,38.7000007629395,53.9199981689453,90.2269973754883,101.725082397461,100.543357849121,135.02751159668,192.121994018555,225.989974975586,147.142684936523,228.33625793457,629.113220214844,1430.72509765625,2947.73291015625,432.786651611328,951.962036132812,1927.380859375,2075.88842773438,66.0070266723633,15.7576694488525,6.92671394348145,3.195072889328,4.85844612121582,7.04414367675781,6.8403639793396,8.45015621185303,14.7149248123169,6.59717988967896,6.86954164505005,4.18356943130493,3.64127278327942,5.6785945892334,4.88803577423096,5.0387282371521,6.63636589050293,5.40355634689331,6.20432901382446,6.32915687561035,9.02980422973633,8.73912811279297,3.446,3.66,3.73300004005432,3.21176803803351,8.30166,9.280107,4.59356282283204,"Annual average inflation"
"VGB",284,"British Virgin Islands","Inflation","Headline Consumer Price Inflation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.9,0.8,1.1,1.2,2.1,1.4,0.4,2.8,NA,NA,"Annual average inflation; Additional country comapred to the previous update"
"BRN",516,"Brunei Darussalam","Inflation","Headline Consumer Price Inflation",0.800000011920929,1,-3.59999990463257,11.8999996185303,21.3999996185303,3.90000009536743,5.90000009536743,11.1000003814697,6.40000009536743,5.5,5.30000019073486,9.13706016540527,6.35658979415894,1.16600000858307,3.09800004959106,2.29999995231628,1.77600002288818,1.27499997615814,1.192999958992,1.30999994277954,2.13299989700317,1.58299994468689,1.25899994373322,4.28800010681152,2.44799995422363,5.97200012207031,1.9650000333786,1.70500004291534,-0.42399999499321,-0.00800000037997961,1.17400002479553,0.602999985218048,-2.28800010681152,0.300000011920929,0.897000014781952,1.08700001239777,0.153999999165535,0.966000020503998,2.08500003814697,1.04299998283386,0.216000005602837,0.140000000596046,0.109999999403954,0.389999985694885,-0.209999993443489,-0.419999986886978,-0.740000009536743,-0.171,0.15,-0.418000012636185,1.94031996607233,1.73622695021308,3.68225030604209,0.35706431153689,"Annual average inflation"
"BGR",918,"Bulgaria","Inflation","Headline Consumer Price Inflation",-0.400000005960464,-0.100000001490116,0,-1.10000001457815e-14,-2.600000016173e-06,-1.20000004244503e-05,-4.40000005831262e-14,1.99999998784506e-08,-1.10000001457815e-14,-3.70000008409477e-09,-1.59999999596039e-05,0.0020000000949949,2.79999995231628,2.79999995231628,2.79999995231628,2.79999995231628,2.70000004768372,2.70000004768372,2.5,6.40399980545044,23.8999996185303,333.5,91.3172225952148,72.8240051269531,96.8661193847656,61.4552803039551,125.528175354004,1037.48046875,17.802225112915,2.55543804168701,10.3049240112305,7.44974422454834,5.86271858215332,2.38898658752441,6.14219379425049,5.02771806716919,7.25534152984619,8.41626930236816,12.3482046127319,2.74732422828674,2.44327354431152,4.21772861480713,2.95384979248047,0.888959407806396,-1.41381978988647,-0.0978970229625702,-0.795259118080139,1.188,2.81,2.45700001716614,1.67341201429182,2.78673254979005,15.3252589264366,9.44284140088564,"Annual average inflation"
"BFA",748,"Burkina Faso","Inflation","Headline Consumer Price Inflation",1.77260005474091,2.0612199306488,-2.92336010932922,7.60388994216919,8.7196102142334,18.7569007873535,-8.40071964263916,29.9860992431641,8.26914024353027,14.9934997558594,12.2589998245239,7.55600023269653,12.0579996109009,8.3459997177124,4.84700012207031,7.05399990081787,-2.70000004768372,-2.84999990463257,4.19099998474121,-0.321999996900558,-0.806999981403351,2.50200009346008,-1.99100005626678,0.614000022411346,24.7199993133545,7.77199983596802,6.10900020599365,2.92899990081787,4.91099977493286,-1.08000004291534,-0.168999999761581,4.72700023651123,2.29999995231628,2.03999996185303,-0.400000005960464,6.40899991989136,2.33599996566772,-0.232999995350838,10.6680002212524,0.864000022411346,-0.607999980449677,2.75999999046326,3.8199999332428,0.529999971389771,-0.259999990463257,0.949999988079071,-0.239999994635582,0.351,1.96,-3.23300004005432,1.88443993781943,3.84799999999999,14.2902354303358,0.742910428668841,"Annual average inflation"
"BDI",618,"Burundi","Inflation","Headline Consumer Price Inflation",-0.199651002883911,3.85096001625061,3.82856011390686,6.0064902305603,15.7222995758057,15.7098999023438,6.8565502166748,6.83450984954834,23.8955993652344,36.5407981872559,1.20000004768372,12.1780004501343,5.85400009155273,8.15799999237061,14.3009996414185,3.82100009918213,1.66799998283386,7.10799980163574,4.48999977111816,11.6669998168945,6.99100017547607,9.01099967956543,5.32800006866455,9.71399974822998,14.7130002975464,19.3610000610352,26.4160003662109,31.0629997253418,12.4709997177124,3.5220000743866,24.4300003051758,9.30000019073486,-1.37000000476837,10.6499996185303,8.18000030517578,13.25,2.75,8.40999984741211,24.4099998474121,10.5600004196167,6.48999977111816,9.59000015258789,18.1599998474121,7.94000005722046,4.40999984741211,5.53999996185303,5.55999994277954,16.643,-2.81,-0.708999991416931,7.32110643415492,8.313,18.8008786664944,26.9414835762453,"Annual average inflation"
"CPV",624,"Cabo Verde","Inflation","Headline Consumer Price Inflation",4.3899998664856,5.59999990463257,5.46999979019165,10.0600004196167,1.42999994754791,40.8400001525879,8.19999980926514,11.1800003051758,13.3000001907349,6.88000011444092,15.0710000991821,20.6800003051758,21.1270008087158,20.1550006866455,9.67700004577637,5.88199996948242,11.1110000610352,3.75,3.61400008201599,4.65100002288818,11.1110000610352,7.58699989318848,13.4289999008179,5.82800006866455,3.34400010108948,8.40999984741211,6.01000022888184,8.57400035858154,4.39900016784668,4.3439998626709,-2.40300011634827,3.67400002479553,1.91799998283386,1.18799996376038,-1.89100003242493,0.433999985456467,4.84200000762939,4.39400005340576,6.79300022125244,0.990000009536743,2.0789999961853,4.47399997711182,2.54299998283386,1.51199996471405,-0.244000002741814,0.127000004053116,-1.40799999237061,0.783,1.25,1.10699999332428,0.605795960380007,1.863,7.95709813404354,4.50915693373963,"Annual average inflation"
"KHM",522,"Cambodia","Inflation","Headline Consumer Price Inflation",12.1000003814697,71.3000030517578,25.3999996185303,157.899993896484,228.199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-31.2479991912842,23,63.7999992370605,141.800003051758,191,75,114.319000244141,10.4399995803833,10.0769996643066,7.14699983596802,10.5030002593994,12.8990001678467,1.99600005149841,-0.825999975204468,-0.116999998688698,-0.0359999984502792,1.02699995040894,3.92499995231628,6.34899997711182,6.14300012588501,7.66800022125244,24.9969997406006,-0.662999987602234,3.99699997901917,5.25981330871582,3.15308499336243,2.94076609611511,3.8567476272583,1.22081875801086,3.0217502117157,2.906,2.39,2.01399993896484,2.94,2.92142316150637,5.34370264895435,2.12746796594194,"Annual average inflation"
